,WT_a,WT_b,null_a,null_b,R61K_a,R61K_b,R61H_a,R61H_b,F71Y_a,F71Y_b,Start,End,Strand,Reference,Locus,Gene,Product,Note
BSU19540_yodB,181,194,218,246,150,264,195,317,284,231,2127345,2127683,-,chr,BSU19540,yodB,transcriptional repressor,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 17158660, 18208493; Product type r: regulator"
BSU19550_yodC,3050,3558,2572,2900,2489,3564,2325,3646,3442,3431,2127813,2128421,+,chr,BSU19550,yodC,oxidoreductase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19560_yodD,45,57,65,85,59,86,64,80,65,65,2128464,2129066,-,chr,BSU19560,yodD,hydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 17407181; Product type pe :  enzyme"
BSU19570_yodE,61,76,80,108,91,96,82,133,104,115,2129082,2129993,-,chr,BSU19570,yodE,lyase/dioxygenase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 17407181; Product type pe :  enzyme"
BSU19579_yoyD,256,283,2114,2530,1454,2203,1842,2939,1248,1524,2130177,2130377,+,chr,BSU19579,yoyD,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
BSU19580_yodF,1365,811,13141,7562,9656,6312,11863,9230,3966,4424,2130377,2131867,+,chr,BSU19580,yodF,Na+/metabolite permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 12823818, 15849754, 16850406; Product type pt:  transporter"
BSU19590_ctpA,3652,6202,2760,5027,2472,5085,2511,5823,5298,6103,2131902,2133302,-,chr,BSU19590,ctpA,carboxy-terminal processing protease,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 10974125, 14526016, 8996100; Product type e : enzyme"
BSU19600_yodH,31,32,31,24,41,32,21,23,33,32,2133455,2134156,+,chr,BSU19600,yodH,S-adenosylmethionine-dependent methyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19610_yodI,9,10,4,6,13,9,8,7,8,13,2134244,2134495,+,chr,BSU19610,yodI,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19620_yodJ,1397,1546,737,919,926,1404,717,1274,1491,1861,2134566,2135387,-,chr,BSU19620,yodJ,D-alanyl-D-alanine carboxypeptidase,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 15187182, 8631706; Product type e: enzyme"
BSU19630_deoD,2195,2890,1321,1746,1372,2383,1229,2316,2417,2908,2135470,2136171,-,chr,BSU19630,deoD,purine nucleoside phosphorylase,catalyzes the reversible phosphorolysis of ribonucleosides and 2'- deoxyribonucleosides to the free base and (2'-deoxy)ribose-1- phosphate
BSU19639_yoyE,14,11,6,6,10,3,3,2,5,5,2136373,2136498,+,chr,BSU19639,yoyE,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19640_yodL,120,121,108,103,91,130,96,143,108,120,2136538,2136852,-,chr,BSU19640,yodL,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19650_yodM,236,203,158,168,151,224,156,216,166,216,2136913,2137524,-,chr,BSU19650,yodM,phospholipid phosphatase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pe: enzyme"
BSU19660_yozD,30,172,14,128,12,133,18,120,118,160,2137602,2137778,-,chr,BSU19660,yozD,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19669_yoyF,8,10,11,19,7,16,6,8,7,13,2137897,2138040,+,chr,BSU19669,yoyF,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19670_yodN,60,98,36,62,32,72,39,71,57,76,2138037,2138717,-,chr,BSU19670,yodN,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19680_yozE,175,73,176,55,102,48,141,74,70,90,2138868,2139092,-,chr,BSU19680,yozE,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19689_yokU,19,18,24,12,22,30,17,29,26,12,2139179,2139457,-,chr,BSU19689,yokU,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19690_kamA,86,53,102,57,77,72,86,59,47,48,2139454,2140869,-,chr,BSU19690,kamA,"lysine 2,3-aminomutase","Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10629195, 10839984, 11148055, 18307109; Product type e: enzyme"
BSU19700_yodP,28,13,18,19,40,21,26,15,31,33,2140898,2141725,-,chr,BSU19700,yodP,acetyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19710_yodQ,28,20,26,19,28,16,27,19,10,16,2141703,2143013,-,chr,BSU19710,yodQ,acetylornithine deacetylase,catalyzes the formation of L-ornithine from N(2)-acetyl-L-ornithine
BSU19720_yodR,9,3,3,3,14,1,10,2,7,6,2143022,2143675,-,chr,BSU19720,yodR,acyloate-acetoacetate CoA-transferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19730_yodS,13,1,11,4,8,6,9,8,4,3,2143660,2144349,-,chr,BSU19730,yodS,aminoacyloate CoA-transferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19740_yodT,7,7,7,1,13,4,5,3,10,4,2144356,2145690,-,chr,BSU19740,yodT,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19749_yoyG,1,0,1,0,1,0,2,0,2,2,2145820,2145933,-,chr,BSU19749,yoyG,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19750_cgeE,40,57,50,48,35,63,33,59,56,54,2146013,2146792,-,chr,BSU19750,cgeE,spore coat maturation protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10066829, 1729246; Product type cp: cell process"
BSU19760_cgeD,23,17,31,41,30,50,16,63,32,44,2146821,2148101,-,chr,BSU19760,cgeD,spore coat maturation protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10066829, 1729246; Product type cp: cell process"
BSU19770_cgeC,9,2,2,5,5,4,0,2,7,8,2148166,2148471,-,chr,BSU19770,cgeC,spore coat maturation protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10066829, 1729246; Product type cp: cell process"
BSU19780_cgeA,17,7,5,6,13,5,5,4,4,5,2148676,2149077,+,chr,BSU19780,cgeA,spore outermost layer component,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 14702409, 15621419, 759239; Product type cp: cell process"
BSU19790_cgeB,48,16,34,22,23,8,22,25,25,19,2149084,2150037,+,chr,BSU19790,cgeB,spore coat maturation protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10066829, 1729246; Product type cp: cell process"
BSU19800_phy,25,38,17,34,22,21,25,35,30,33,2150108,2151256,-,chr,BSU19800,phy,phytase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10679209, 12111145, 12556126; Product type e: enzyme"
BSU19810_ypqP,5,2,3,3,6,8,2,3,2,5,2151626,2152045,+,chr,BSU19810,ypqP,,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19820_yotN,0,1,0,0,2,2,0,4,0,1,2152086,2152262,-,chr,BSU19820,yotN,hypothetical protein,Evidence 5: No homology to any previously reported sequences; PubMedId: 10376821; Product type h : extrachromosomal origin
BSU19830_yotM,4,3,5,6,7,6,7,10,5,7,2152265,2152852,-,chr,BSU19830,yotM,hypothetical protein,Evidence 5: No homology to any previously reported sequences; PubMedId: 10376821; Product type h : extrachromosomal origin
BSU19840_yotL,41,112,33,134,30,132,26,126,70,106,2152927,2153169,+,chr,BSU19840,yotL,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19850_yotK,15,10,18,20,12,17,7,6,8,4,2153171,2153356,-,chr,BSU19850,yotK,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19860_yotJ,3,10,1,11,3,18,6,16,3,11,2153440,2153652,-,chr,BSU19860,yotJ,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19870_yotI,8,21,4,22,7,32,11,14,11,26,2153718,2154080,-,chr,BSU19870,yotI,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19880_yotH,2,5,11,3,4,11,6,6,4,14,2154077,2154250,-,chr,BSU19880,yotH,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19890_yotG,8,18,19,14,13,23,19,23,11,33,2154266,2154583,-,chr,BSU19890,yotG,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19900_yotF,2,14,5,4,5,6,2,15,5,9,2154596,2154673,-,chr,BSU19900,yotF,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19910_yotE,5,8,4,10,3,14,6,2,6,4,2154705,2154851,-,chr,BSU19910,yotE,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19920_yotD,8,14,6,15,5,26,5,27,9,28,2154887,2155018,-,chr,BSU19920,yotD,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19930_yotC,5,18,13,10,6,26,12,21,7,33,2155058,2155249,-,chr,BSU19930,yotC,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19940_yotB,44,56,38,37,49,82,48,71,43,78,2155293,2156120,-,chr,BSU19940,yotB,metallo-dependent hydrolase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19950_sspC,16,13,7,4,11,15,13,10,7,13,2156239,2156457,+,chr,BSU19950,sspC,small acid-soluble spore protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10376821, 12234173, 14526021, 15150240; Product type s: structure"
BSU19970_yosX,16,20,8,18,19,50,18,24,20,35,2156757,2157110,-,chr,BSU19970,yosX,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19980_yosW,14,7,2,5,11,11,6,8,7,11,2157341,2157682,-,chr,BSU19980,yosW,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19990_yosV,7,26,8,13,11,56,9,34,23,51,2157829,2158119,-,chr,BSU19990,yosV,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19999_yojW,6,9,0,3,6,14,11,14,8,14,2158120,2158287,-,chr,BSU19999,yojW,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20000_yosU,59,135,59,181,44,187,50,225,142,159,2158439,2158684,+,chr,BSU20000,yosU,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20010_yosT,62,226,63,229,59,285,84,247,224,193,2158724,2159173,-,chr,BSU20010,yosT,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU20020_yosS,16,68,46,66,64,117,45,103,84,64,2159268,2159696,-,chr,BSU20020,yosS,SPbeta phage deoxyuridine 5'-triphosphate nucleotidohydrolase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11375514, 15939294; Product type h: extrachromosomal origin"
BSU20030_yosR,5,8,5,15,4,15,9,21,14,12,2159742,2159984,-,chr,BSU20030,yosR,SPbeta phage thiol disulfide oxidoreductase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15937154, 16885274, 17395719; Product type h: extrachromosomal origin"
BSU20040_nrdF,120,317,170,230,138,422,202,365,258,320,2159981,2161778,-,chr,BSU20040,nrdF,ribonucleotide-diphosphate reductase subunit beta,B2 or R2 protein; type 1b enzyme; catalyzes the rate-limiting step in dNTP synthesis; converts nucleotides to deoxynucleotides; forms a homodimer and then a multimeric complex with NrdE
BSU20050_yosQ,29,75,34,56,25,100,44,101,60,71,2160565,2161086,-,chr,BSU20050,yosQ,SPbeta phage endodeoxyribonuclease,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11470879, 16621400, 17395719, 9465078; Product type h: extrachromosomal origin"
BSU20060_nrdEB,192,321,282,248,341,579,367,379,287,504,2162108,2165614,-,chr,BSU20060,nrdEB,"SPbeta phage ribonucleoside-diphosphate reductase, alpha subunit","Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11470879, 16621400, 17395719, 9465078; Product type e: enzyme"
BSU20070_nrdI,7,10,9,7,9,12,11,4,4,9,2165577,2165966,-,chr,BSU20070,nrdI,ribonucleotide reductase stimulatory protein,in Salmonella NrdI has a stimulatory effect on the ribonucleotide reductase activity of NrdH with NrdEF
BSU20080_yosL,8,7,5,5,5,4,15,10,4,9,2165972,2166325,-,chr,BSU20080,yosL,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20090_yosK,11,14,19,2,8,20,15,13,6,16,2166413,2166613,-,chr,BSU20090,yosK,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20100_yosJ,11,26,5,9,20,39,15,17,13,41,2166658,2166852,-,chr,BSU20100,yosJ,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20110_yosI,5,21,3,14,7,44,8,23,5,25,2166873,2167007,-,chr,BSU20110,yosI,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20120_yosH,20,33,30,19,44,77,42,37,44,57,2167039,2167509,-,chr,BSU20120,yosH,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU20130_yosG,17,49,22,26,23,77,38,74,35,74,2167570,2167932,-,chr,BSU20130,yosG,cell wall hydrolase; phage SPbeta,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU20140_yosF,3,24,8,10,6,52,9,32,19,33,2167975,2168100,-,chr,BSU20140,yosF,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20150_yosE,15,27,20,20,36,82,21,44,38,57,2168114,2168461,-,chr,BSU20150,yosE,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20160_yosD,11,24,9,24,17,41,17,24,18,35,2168476,2168871,-,chr,BSU20160,yosD,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20170_yosC,22,37,11,33,25,76,27,40,38,84,2168910,2169452,-,chr,BSU20170,yosC,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU20180_yosB,10,20,7,19,18,57,19,41,30,69,2169497,2169676,-,chr,BSU20180,yosB,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20190_yosA,23,18,19,14,31,33,17,20,33,17,2169807,2169926,+,chr,BSU20190,yosA,hypothetical protein,Evidence 5: No homology to any previously reported sequences; Product type h: extrachromosomal origin
BSU20200_yorZ,13,20,12,21,19,43,29,41,29,58,2170030,2170242,-,chr,BSU20200,yorZ,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20210_yorY,1,2,0,0,1,5,1,1,0,0,2170309,2170491,-,chr,BSU20210,yorY,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20220_yorX,3,6,7,3,5,21,7,12,6,19,2170504,2170731,-,chr,BSU20220,yorX,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU20230_yorW,4,11,5,3,7,15,7,18,9,9,2170771,2171136,-,chr,BSU20230,yorW,hypothetical protein,Evidence 5: No homology to any previously reported sequences
